billno,chamber,member,vote,points,good or bad bill?,Y or N,cmte vote,slug,cmte name,vote URL,main URL
HB7115,House,Zika,Committee Yes,-3,bad,Y,cmte vote,HB7115State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51676&IsPCB=1&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Aloupis,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Altman,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Antone,Committee No,3,bad,N,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Bush,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Byrd,Committee Yes,0,bad,-,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Daniels,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Donalds,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Fetterhoff,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Fine,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Hogan Johnson,Committee No,3,bad,N,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Latvala,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Mariano,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Massullo,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Perez,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Stone,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Sullivan,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Valdes,Committee No,3,bad,N,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB7115,House,Williams,Committee Yes,-3,bad,Y,cmte vote,HB7115Education Committee,Education Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=52165&IsPCB=0&BillId=66324&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=66324&SessionId=87
HB203,House,Bush,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Donalds,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Eagle,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Fernandez-Barquin,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Fitzenhagen,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Gottlieb,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,"Grant, J.",Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Grieco,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Hattersley,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,McClain,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Roach,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Robinson,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Sabatini,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Santiago,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Webb,Committee Yes,-3,bad,Y,cmte vote,HB203Criminal Justice Subcommittee,Criminal Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48015&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Aloupis,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Andrade,Committee Yes,0,bad,-,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Daniels,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,DuBose,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Eskamani,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,FernÃ¡ndez,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Fischer,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Good,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Grall,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,"Grant, J.",Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,LaMarca,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Pigman,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Plakon,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Plasencia,Committee Yes,0,bad,-,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Yarborough,Committee Yes,-3,bad,Y,cmte vote,"HB203Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48187&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Alexander,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Beltran,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Brannan,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Diamond,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Driskell,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Fernandez-Barquin,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Fitzenhagen,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Geller,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
HB203,House,Gottlieb,Committee Yes,-3,bad,Y,cmte vote,HB203Judiciary Committee,Judiciary Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49240&IsPCB=0&BillId=63087&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63087&SessionId=87
