billno,chamber,member,vote,points,good or bad bill?,Y or N,cmte vote,slug,cmte name,vote URL,main URL
HB407,House,DiCeglie,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Gregory,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Hill,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Mercado,Missed Vote,0,good,-,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Omphroy,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Payne,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,"Rodriguez, A. M.",Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Rommel,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Stone,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Thompson,Missed Vote,0,good,-,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Toledo,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Valdes,Voted Yes,3,good,Y,cmte vote,HB407: Civil Justice Subcommittee,Civil Justice Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50556&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Clemons,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,DiCeglie,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Drake,Voted Yes,3,good,(Y),cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,DuBose,Missed Vote,0,good,-,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Good,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Grall,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Hart,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Hattersley,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Ingoglia,Missed Vote,0,good,-,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Latvala,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,McClain,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,McClure,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Newton,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Payne,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Pigman,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Plakon,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Polsky,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Raschein,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,"Rodriguez, A.",Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Roth,Missed Vote,0,good,-,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Slosberg,Missed Vote,0,good,-,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Trumbull,Missed Vote,0,good,-,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,"Watson, C.",Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
HB407,House,Zika,Voted Yes,3,good,Y,cmte vote,HB407: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51187&IsPCB=0&BillId=63303&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63303&SessionId=87
SB602,Senate,Albritton,Voted Yes,3,good,Y,cmte vote,SB602: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/602/Vote/2019-04-10%200130PM~S00602%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63566&SessionId=87
SB602,Senate,Bean,Voted Yes,3,good,Y,cmte vote,SB602: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/602/Vote/2019-04-10%200130PM~S00602%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63566&SessionId=87
SB602,Senate,Torres,Voted Yes,3,good,Y,cmte vote,SB602: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/602/Vote/2019-04-10%200130PM~S00602%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63566&SessionId=87
SB602,Senate,Rader,Voted Yes,3,good,Y,cmte vote,SB602: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/602/Vote/2019-04-10%200130PM~S00602%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63566&SessionId=87
SB602,Senate,Hooper,Voted Yes,3,good,Y,cmte vote,SB602: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/602/Vote/2019-04-10%200130PM~S00602%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63566&SessionId=87
HB759,House,Aloupis,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Andrade,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Daniels,Missed Vote,0,good,-,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,DuBose,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Eskamani,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Fernández,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Fischer,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Good,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Grall,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,"Grant, J.",Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,LaMarca,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Pigman,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Plakon,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Plasencia,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Yarborough,Voted Yes,3,good,Y,cmte vote,"HB759: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48709&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Andrade,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Avila,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Buchanan,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Casello,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Fernández,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Fischer,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Fitzenhagen,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Hage,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Jacquet,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Jenne,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,La Rosa,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Overdorf,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Plasencia,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Robinson,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,"Rodrigues, R.",Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Sabatini,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Santiago,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Silvers,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Stark,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Stevenson,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Stone,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Webb,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Willhite,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Williamson,Voted Yes,3,good,Y,cmte vote,HB759: Commerce Committee,Commerce Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=50161&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Clemons,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,DiCeglie,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Drake,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
