billno,chamber,member,vote,points,good or bad bill?,Y or N,cmte vote,slug,cmte name,vote URL,main URL
HB759,House,DuBose,Missed Vote,0,good,-,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Good,Missed Vote,0,good,-,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Grall,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Hart,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Hattersley,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Ingoglia,Missed Vote,0,good,-,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Latvala,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,McClain,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,McClure,Missed Vote,0,good,-,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Newton,Missed Vote,0,good,-,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Payne,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Pigman,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Plakon,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Polsky,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Raschein,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,"Rodriguez, A.",Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Roth,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Slosberg,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,"Smith, C.",Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Trumbull,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,"Watson, C.",Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
HB759,House,Zika,Voted Yes,3,good,Y,cmte vote,HB759: State Affairs Committee,State Affairs Committee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=51663&IsPCB=0&BillId=64558&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64558&SessionId=87
SB1416,Senate,Hutson,Voted Yes,3,good,Y,cmte vote,SB1416: Commerce and Tourism,Commerce and Tourism,https://www.flsenate.gov/Session/Bill/2019/1416/Vote/2019-03-25%200130PM~S01416%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=65816&SessionId=87
SB1416,Senate,Stewart,Voted Yes,3,good,Y,cmte vote,SB1416: Commerce and Tourism,Commerce and Tourism,https://www.flsenate.gov/Session/Bill/2019/1416/Vote/2019-03-25%200130PM~S01416%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=65816&SessionId=87
SB1416,Senate,Wright,Voted Yes,3,good,Y,cmte vote,SB1416: Commerce and Tourism,Commerce and Tourism,https://www.flsenate.gov/Session/Bill/2019/1416/Vote/2019-03-25%200130PM~S01416%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=65816&SessionId=87
SB1416,Senate,Torres,Voted Yes,3,good,Y,cmte vote,SB1416: Commerce and Tourism,Commerce and Tourism,https://www.flsenate.gov/Session/Bill/2019/1416/Vote/2019-03-25%200130PM~S01416%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=65816&SessionId=87
SB1416,Senate,Gruters,Voted Yes,3,good,Y,cmte vote,SB1416: Commerce and Tourism,Commerce and Tourism,https://www.flsenate.gov/Session/Bill/2019/1416/Vote/2019-03-25%200130PM~S01416%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=65816&SessionId=87
SB248,Senate,Bracy,Voted Yes,-3,bad,Y,cmte vote,SB248: Criminal Justice,Criminal Justice,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-02-11%200230PM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Flores,Voted Yes,-3,bad,Y,cmte vote,SB248: Criminal Justice,Criminal Justice,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-02-11%200230PM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Pizzo,Voted Yes,-3,bad,Y,cmte vote,SB248: Criminal Justice,Criminal Justice,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-02-11%200230PM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Brandes,Missed Vote,0,bad,-,cmte vote,SB248: Criminal Justice,Criminal Justice,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-02-11%200230PM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Perry,Voted Yes,-3,bad,Y,cmte vote,SB248: Criminal Justice,Criminal Justice,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-02-11%200230PM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Albritton,Voted Yes,-3,bad,Y,cmte vote,SB248: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-06%201030AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Bean,Voted Yes,-3,bad,Y,cmte vote,SB248: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-06%201030AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Torres,Missed Vote,0,bad,-,cmte vote,SB248: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-06%201030AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Rader,Voted Yes,-3,bad,Y,cmte vote,SB248: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-06%201030AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Hooper,Voted Yes,-3,bad,Y,cmte vote,SB248: Governmental Oversight and Accountability,Governmental Oversight and Accountability,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-06%201030AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Book,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Bradley,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Brandes,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Braynon,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Farmer,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Flores,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Hutson,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Lee,Missed Vote,0,bad,-,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Montford,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Passidomo,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Rodriguez,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Simmons,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Simpson,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Stargel,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Thurston,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Gibson,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
SB248,Senate,Benacquisto,Voted Yes,-3,bad,Y,cmte vote,SB248: Rules,Rules,https://www.flsenate.gov/Session/Bill/2019/248/Vote/2019-03-13%201000AM~S00248%20Vote%20Record.PDF,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=63056&SessionId=87
HB7033,House,Aloupis,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Andrade,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Daniels,Missed Vote,0,bad,-,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,DuBose,Missed Vote,0,bad,-,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Eskamani,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Fernández,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Fischer,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Good,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Grall,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,"Grant, J.",Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,LaMarca,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Pigman,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Plakon,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Plasencia,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Yarborough,Voted Yes,-3,bad,Y,cmte vote,"HB7033: Oversight, Transparency & Public Management Subcommittee","Oversight, Transparency & Public Management Subcommittee",https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=48101&IsPCB=1&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Aloupis,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Altman,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Caruso,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Clemons,Missed Vote,0,bad,-,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Diamond,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Drake,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Driskell,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Duggan,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Jacobs,Missed Vote,0,bad,-,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Jones,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,McClain,Missed Vote,0,bad,-,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Perez,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Stevenson,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
HB7033,House,Valdes,Voted Yes,-3,bad,Y,cmte vote,HB7033: Insurance & Banking Subcommittee,Insurance & Banking Subcommittee,https://www.myfloridahouse.gov/Sections/Committees/billvote.aspx?VoteId=49024&IsPCB=0&BillId=64895&SessionId=87,https://www.myfloridahouse.gov/Sections/Bills/billsdetail.aspx?BillId=64895&SessionId=87
