billno,chamber,member,vote,points,potential
HB7093,House,Stone,Y,-3,2
HB7093,House,Boyd,Y,-3,2
HB7093,House,Edwards,Y,-3,2
HB7093,House,Jones,Y,-3,2
HB7093,House,Plasencia,Y,-3,2
HB7093,House,Sullivan,Y,-3,2
HB7093,House,Brodeur,Y,-3,2
HB7093,House,Eisnaugle,Y,-3,2
HB7093,House,Killebrew,Y,-3,2
HB7093,House,Ponder,-,0,2
HB7093,House,Toledo,Y,-3,2
HB7093,House,Brown,Y,-3,2
HB7093,House,Fant,Y,-3,2
HB7093,House,La Rosa,Y,-3,2
HB7093,House,Porter,Y,-3,2
HB7093,House,Trujillo,Y,-3,2
HB7093,House,Burgess,Y,-3,2
HB7093,House,Fine,Y,-3,2
HB7093,House,Latvala,Y,-3,2
HB7093,House,Pritchett,Y,-3,2
HB7093,House,Trumbull,Y,-3,2
HB7093,House,Burton,Y,-3,2
HB7093,House,Fischer,Y,-3,2
HB7093,House,Lee,Y,-3,2
HB7093,House,Raburn,Y,-3,2
HB7093,House,"Watson, B.",Y,-3,2
HB7093,House,Byrd,Y,-3,2
HB7093,House,Fitzenhagen,Y,-3,2
HB7093,House,Leek,Y,-3,2
HB7093,House,Raschein,Y,-3,2
HB7093,House,"Watson, C.",Y,-3,2
HB7093,House,Caldwell,Y,-3,2
HB7093,House,Geller,N,3,2
HB7093,House,Magar,Y,-3,2
HB7093,House,Raulerson,Y,-3,2
HB7093,House,White,Y,-3,2
HB7093,House,Clemons,Y,-3,2
HB7093,House,Gonzalez,Y,-3,2
HB7093,House,Mariano,Y,-3,2
HB7093,House,Renner,Y,-3,2
HB7093,House,Willhite,Y,-3,2
HB7093,House,Combee,Y,-3,2
HB7093,House,Goodson,Y,-3,2
HB7093,House,Massullo,Y,-3,2
HB7093,House,Richardson,Y,-3,2
HB7093,House,Williams,Y,-3,2
HB7093,House,Corcoran,Y,-3,2
HB7093,House,Grall,Y,-3,2
HB7093,House,McClain,Y,-3,2
HB7093,House,Rodrigues,Y,-3,2
HB7093,House,Williamson,Y,-3,2
HB7093,House,"Cortes, B.",Y,-3,2
HB7093,House,"Grant, J.",Y,-3,2
HB7093,House,McGhee,Y,-3,2
HB7093,House,Rommel,Y,-3,2
HB7093,House,Yarborough,Y,-3,2
HB7093,Senate,Baxley,-,0,2
HB7093,Senate,Broxson,Y,-3,2
HB7093,Senate,Gibson,Y,-3,2
HB7093,Senate,Negron,-,0,2
HB7093,Senate,Simpson,Y,-3,2
HB7093,Senate,Bean,Y,-3,2
HB7093,Senate,Campbell,Y,-3,2
HB7093,Senate,Grimsley,Y,-3,2
HB7093,Senate,Passidomo,Y,-3,2
HB7093,Senate,Stargel,Y,-3,2
HB7093,Senate,Benacquisto,Y,-3,2
HB7093,Senate,Clemens,Y,-3,2
HB7093,Senate,Hukill,-,0,2
HB7093,Senate,Perry,Y,-3,2
HB7093,Senate,Steube,Y,-3,2
HB7093,Senate,Book,Y,-3,2
HB7093,Senate,Farmer,Y,-3,2
HB7093,Senate,Hutson,Y,-3,2
HB7093,Senate,Powell,Y,-3,2
HB7093,Senate,Stewart,Y,-3,2
HB7093,Senate,Bracy,Y,-3,2
HB7093,Senate,Flores,Y,-3,2
HB7093,Senate,Latvala,Y,-3,2
HB7093,Senate,Rader,Y,-3,2
HB7093,Senate,Thurston,Y,-3,2
HB7093,Senate,Bradley,Y,-3,2
HB7093,Senate,Gainer,Y,-3,2
HB7093,Senate,Lee,Y,-3,2
HB7093,Senate,Rodriguez,Y,-3,2
HB7093,Senate,Torres,Y,-3,2
HB7093,Senate,Brandes,Y,-3,2
HB7093,Senate,Galvano,Y,-3,2
HB7093,Senate,Mayfield,Y,-3,2
HB7093,Senate,Rouson,Y,-3,2
HB7093,Senate,Young,Y,-3,2
HB7093,Senate,Braynon,Y,-3,2
HB7093,Senate,Garcia,Y,-3,2
HB7093,Senate,Montford,Y,-3,2
HB7093,Senate,Simmons,Y,-3,2
